id;motivo;familia;orgao;uf;fim;acao
43ec6258b8523a140c08;reprovado por objeto: nao e edital de fomento a OSC;"prazo encerrado em 06/07/2026, com status ""Encerrado"" confirmado no portal oficial do muni";PNCP — MUNICIPIO DE SENADOR POMPEU;CE;2026-07-06;arquivar no historico, retirar da fila de verificacao e do painel de abertos
52715deee843fac8f817;reprovado por objeto: nao e edital de fomento a OSC;prazo encerrado em 02/10/2025;PNCP — MUNICIPIO DE CARAZINHO;RS;2025-10-02;arquivar no historico, retirar da fila de verificacao e do painel de abertos
6110c2223fa6ce0f8e0e;reprovado por objeto: nao e edital de fomento a OSC;prazo encerrado em 31/03/2025;PNCP — MUNICIPIO DE GRAVATAI;RS;2025-03-31;arquivar no historico, retirar da fila de verificacao e do painel de abertos
82f947d591f92ed7759c;reprovado por objeto: nao e edital de fomento a OSC;nao e fomento a OSC: acordo de cooperacao para coleta seletiva solidaria, sem repasse de r;PNCP — ESTADO DO RIO DE JANEIRO;RJ;2025-09-17;arquivar no historico, retirar da fila de verificacao e do painel de abertos
898d930ce5601d1616e3;reprovado por objeto: nao e edital de fomento a OSC;edital já julgado — homologação publicada nos anexos do próprio registro;PNCP — MUNICIPIO DE BENTO GONCALVES;RS;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
97e10cdefb4a772fb529;reprovado por objeto: nao e edital de fomento a OSC;prazo encerrado em 31/03/2025 e registro duplicado (mesma chave PNCP do item b755253db7c12;PNCP — MUNICIPIO DE GRAVATAI;RS;2025-03-31;arquivar no historico, retirar da fila de verificacao e do painel de abertos
b755253db7c120e34580;reprovado por objeto: nao e edital de fomento a OSC;prazo encerrado em 31/03/2025 e registro duplicado (mesma chave PNCP do item 97e10cdefb4a7;PNCP — MUNICIPIO DE GRAVATAI;RS;2025-03-31;arquivar no historico, retirar da fila de verificacao e do painel de abertos
ae150797cb8ff2c5fa0f;reprovado por objeto: nao e edital de fomento a OSC;prazo encerrado — única data disponível (02/06/2026) já vencida, cronograma real não confi;PNCP — FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE DE GUA;SC;2026-06-02;arquivar no historico, retirar da fila de verificacao e do painel de abertos
b8c90c7a8928773bd959;reprovado por objeto: nao e edital de fomento a OSC;prazo encerrado em 02/10/2025;PNCP — MUNICIPIO DE ROSARIO DO SUL;RS;2025-10-02;arquivar no historico, retirar da fila de verificacao e do painel de abertos
ced063d82912665631c2;reprovado por objeto: nao e edital de fomento a OSC;prazo encerrado — única data disponível (07/01/2026) já vencida, cronograma real não confi;PNCP — MUNICIPIO DE ITABAIANINHA;SE;2026-01-07;arquivar no historico, retirar da fila de verificacao e do painel de abertos
d6ff07772a8525e4a45c;reprovado por objeto: nao e edital de fomento a OSC;prazo encerrado em 18/10/2024 e, além disso, subsídio Aldir Blanc a espaços culturais — pr;PNCP — MUNICIPIO DE RIBEIRAO DAS NEVES;MG;2024-10-18;arquivar no historico, retirar da fila de verificacao e do painel de abertos
e080181a9a109e669934;reprovado por objeto: nao e edital de fomento a OSC;compra de vagas — credenciamento de prestador remunerado por vaga de creche, fora do perfi;PNCP — MUNICIPIO DE SAPUCAIA DO SUL;RS;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
e59147d5c5bbf24f3208;reprovado por objeto: nao e edital de fomento a OSC;registro anulado no PNCP, sem edital anexado, apenas despacho;PNCP — BOM JESUS DO ITABAPOANA PREFEITURA;RJ;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
4e8961e172feb22c5227;reprovado por objeto: nao e edital de fomento a OSC;prazo encerrado em 19/03/2024, ha cerca de 18 meses;PNCP — MUNICIPIO DE MAMBORE;PR;2024-03-19;arquivar no historico, retirar da fila de verificacao e do painel de abertos
80283fe7346eec3fae05;reprovado por objeto: nao e edital de fomento a OSC;objeto vencido (Carnaval 2024) e datas do PNCP inconsistentes, sem janela real;PNCP — MUNICIPIO DE ALVORADA;RS;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
217ba2edfd96404374b3;reprovado por objeto: nao e edital de fomento a OSC;prazo encerrado em 08/08/2023, ha mais de 3 anos;PNCP — INSTITUTO BRASILEIRO DE MUSEUS - IBRAM;DF;2023-08-08;arquivar no historico, retirar da fila de verificacao e do painel de abertos
95ca296b9b2eb1502b2f;reprovado por objeto: nao e edital de fomento a OSC;prazo encerrado em 25/05/2026, publicacao no PNCP retroativa, em 03/09/2026;PNCP — FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;SC;2026-05-25;arquivar no historico, retirar da fila de verificacao e do painel de abertos
eaa12d99fc473fb7ac68;reprovado por objeto: nao e edital de fomento a OSC;edital já julgado, homologado e adjudicado, sessão de 25/03/2025 encerrada e publicação re;PNCP — MUNICIPIO DE VILA RICA;MT;2025-03-25;arquivar no historico, retirar da fila de verificacao e do painel de abertos
57c89961908faa5f036f;reprovado por objeto: nao e edital de fomento a OSC;credenciamento de prestador para executar programa próprio da CAIXA, remunerado por vaga d;PNCP — CAIXA ECONOMICA FEDERAL;DF;2026-10-08;arquivar no historico, retirar da fila de verificacao e do painel de abertos
30ec946c0da038e039cc;reprovado por objeto: nao e edital de fomento a OSC;prestação de serviços de apoio à administração pública municipal travestida de Termo de Co;PNCP — MUNICIPIO DE IBIAPINA;CE;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
f1ca92b53138bf67e586;reprovado por objeto: nao e edital de fomento a OSC;prazo encerrado em 07/01/2025, há mais de vinte meses, natureza de fomento é legítima, a r;PNCP — MUNICIPIO DE CARIRE;CE;2025-01-07;arquivar no historico, retirar da fila de verificacao e do painel de abertos
443dfeed2a9493ab123d;reprovado por objeto: nao e edital de fomento a OSC;pagina de atos ja celebrados por inexigibilidade — sem fase de inscricao;Secretaria de Estado da Cultura de Goiás (SECULT-GO), CNPJ 32.746.693/;GO;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
ddf352133bbf37885a89;reprovado por objeto: nao e edital de fomento a OSC;chamamento revogado pelo proprio municipio;PNCP — MUNICIPIO DE QUIXERAMOBIM;CE;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
95c61dfd946ec5a96c3f;reprovado por objeto: nao e edital de fomento a OSC;resultado de edital já julgado - não é oportunidade de captação;Secult Goiás — Goyazes e Aldir Blanc;BR;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
ad1dc41c5c10b2561626;reprovado por objeto: nao e edital de fomento a OSC;ciclo com inscrições encerradas - todos os editais em avaliação ou resultado, título do re;Secult Goiás — Goyazes e Aldir Blanc;BR;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
6e528af364033c54abd9;reprovado por objeto: nao e edital de fomento a OSC;duplicata do registro 0eac700d7cb170ff96b1;Instituto Impactarte;BR;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
004fceda;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;CONSORCIO INTERMUNICIPAL DE SAUDE;PR;2026-09-01;arquivar no historico, retirar da fila de verificacao e do painel de abertos
00accb2a;reprovado por objeto: nao e edital de fomento a OSC;compra_ou_fornecimento;MUNICIPIO DE SORRISO;MT;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
02d35de7;reprovado por objeto: nao e edital de fomento a OSC;compra_ou_fornecimento;MUNICIPIO DE ARAPONGAS;PR;2024-05-14;arquivar no historico, retirar da fila de verificacao e do painel de abertos
03d41114;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;CONSORCIO INTERMUNICIPAL DE SAUDE;PR;2024-08-06;arquivar no historico, retirar da fila de verificacao e do painel de abertos
0497bb49;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE PATOS DE MINAS;MG;2024-07-26;arquivar no historico, retirar da fila de verificacao e do painel de abertos
05468aae;reprovado por objeto: nao e edital de fomento a OSC;instituicao_financeira;MUNICIPIO DE PATOS DE MINAS;MG;2024-07-04;arquivar no historico, retirar da fila de verificacao e do painel de abertos
05f2e484;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;CONSORCIO INTERMUNICIPAL DE SAUDE COSTA OESTE DO PARANA;PR;2034-05-09;arquivar no historico, retirar da fila de verificacao e do painel de abertos
0723ecd7;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;CONSORCIO INTERMUNICIPAL DE SAUDE COSTA OESTE DO PARANA;PR;2034-06-07;arquivar no historico, retirar da fila de verificacao e do painel de abertos
0811d2f6;reprovado por objeto: nao e edital de fomento a OSC;compra_publica;MUNICIPIO DE POCOES;BA;2027-09-04;arquivar no historico, retirar da fila de verificacao e do painel de abertos
08f8860a;reprovado por objeto: nao e edital de fomento a OSC;parecerista_ou_juri;PNCP — MUNICIPIO DE FERNANDOPOLIS;SP;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
090b7801;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE ARAMBARE;RS;2026-04-15;arquivar no historico, retirar da fila de verificacao e do painel de abertos
097f1245;reprovado por objeto: nao e edital de fomento a OSC;compra_ou_fornecimento;MUNICIPIO DE ITAPECURU MIRIM;MA;2025-01-21;arquivar no historico, retirar da fila de verificacao e do painel de abertos
0989e3b2;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;CONSORCIO INTERMUNICIPAL DE SAUDE;PR;2024-05-02;arquivar no historico, retirar da fila de verificacao e do painel de abertos
0b74c8f7;reprovado por objeto: nao e edital de fomento a OSC;pagina_indice_de_terceiros;;;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
0c56a1e5;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE BRAUNAS;MG;2025-05-08;arquivar no historico, retirar da fila de verificacao e do painel de abertos
0ca64575;reprovado por objeto: nao e edital de fomento a OSC;resultado_de_edital;CONSORCIO PUBLICO INTERMUNICIPAL DE SAUDE DA AMESC;SC;2026-09-01;arquivar no historico, retirar da fila de verificacao e do painel de abertos
0d4f0342;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;FUNDO MUNICIPAL DE SAUDE DE AURORA;SC;2024-03-08;arquivar no historico, retirar da fila de verificacao e do painel de abertos
0d8de3ae;reprovado por objeto: nao e edital de fomento a OSC;instituicao_financeira;MUNICIPIO DE BOM DESPACHO;MG;2024-05-24;arquivar no historico, retirar da fila de verificacao e do painel de abertos
0d8ec883;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;PNCP — MUNICIPIO DE SANTA VITORIA;MG;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
0f61c0c1;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE ARIQUEMES;RO;2024-12-31;arquivar no historico, retirar da fila de verificacao e do painel de abertos
0f888634;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;PNCP — MUNICIPIO DE ILICINEA;MG;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1031e403;reprovado por objeto: nao e edital de fomento a OSC;convenio_de_desconto;CONSELHO REGIONAL DE CONTABILIDADE DO CEARA;CE;2025-12-19;arquivar no historico, retirar da fila de verificacao e do painel de abertos
105179f1;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE PASSO FUNDO;RS;2026-03-25;arquivar no historico, retirar da fila de verificacao e do painel de abertos
10601c21;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;PNCP — MUNICIPIO DE ARTUR NOGUEIRA;SP;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
108bba5b;reprovado por objeto: nao e edital de fomento a OSC;imovel_ou_mercado;MUNICIPIO DE LAGEDO DO TABOCAL;BA;2025-01-27;arquivar no historico, retirar da fila de verificacao e do painel de abertos
10eb5ecf;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE ITUPEVA;SP;2024-12-31;arquivar no historico, retirar da fila de verificacao e do painel de abertos
12413d79;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;FUNDO MUNICIPAL DE SAUDE;RO;2024-05-16;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1262b379;reprovado por objeto: nao e edital de fomento a OSC;busca_patrocinador;MUNICIPIO DE BELO JARDIM;PE;2024-07-09;arquivar no historico, retirar da fila de verificacao e do painel de abertos
12fed3ea;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE BELO ORIENTE;MG;2025-12-31;arquivar no historico, retirar da fila de verificacao e do painel de abertos
14276474;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE ITAJAI;SC;2025-12-05;arquivar no historico, retirar da fila de verificacao e do painel de abertos
14349498;reprovado por objeto: nao e edital de fomento a OSC;pagina_institucional;;;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
14bd072e;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;FUNDO MUNICIPAL DE SAUDE DE CONCORDIA;SC;2023-12-26;arquivar no historico, retirar da fila de verificacao e do painel de abertos
16243ab9;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;PNCP — FUNDO MUNICIPAL DE SAUDE DE ALIANCA;PE;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1670991e;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;FUNDO MUNICIPAL DE SAUDE DE NAVEGANTES;SC;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1682f102;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE VAZANTE;MG;2024-06-06;arquivar no historico, retirar da fila de verificacao e do painel de abertos
18d79041;reprovado por objeto: nao e edital de fomento a OSC;uso_de_espaco_publico;PNCP — MUNICIPIO DE AGUA BOA;MT;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
19bf9474;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;ESTADO DO ESPIRITO SANTO;ES;2024-08-19;arquivar no historico, retirar da fila de verificacao e do painel de abertos
19c0b733;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;SECRETARIA DE ESTADO DA SAUDE;ES;2025-12-31;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1a298f0b;reprovado por objeto: nao e edital de fomento a OSC;conteudo_institucional;;;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1ae34a83;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;PNCP — FUNDO MUNICIPAL DE SAUDE - FMS;PE;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1b065722;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;CONSORCIO INTERMUNICIPAL DE SAUDE COSTA OESTE DO PARANA;PR;2034-07-03;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1b7d79cf;reprovado por objeto: nao e edital de fomento a OSC;resultado_de_habilitacao;;;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1bccd659;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;FUNDO MUNICIPAL DE SAUDE - FMS;SP;2026-10-23;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1c3e7900;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE BARAO DE COCAIS;MG;2024-07-08;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1cae979d;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;BRITANIA - FUNDO MUNICIPAL DE SAUDE;GO;2024-12-06;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1dcb5c58;reprovado por objeto: nao e edital de fomento a OSC;uso_de_espaco_publico;PNCP — MUNICIPIO DE SINOP;MT;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1edc603e;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;CONSORCIO INTERMUNICIPAL DE SAUDE;PR;2024-08-05;arquivar no historico, retirar da fila de verificacao e do painel de abertos
1fba62c2;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;PNCP — MUNICIPIO DE CURACA;BA;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
20217e16;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;PNCP — MUNICIPIO DE EUSEBIO;CE;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2123fb3b;reprovado por objeto: nao e edital de fomento a OSC;resultado_de_habilitacao;SECRETARIA DA MICRO E PEQUENA EMPRESA;DF;2026-04-09;arquivar no historico, retirar da fila de verificacao e do painel de abertos
22208f60;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE CORUPA;SC;2025-06-06;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2316d549;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE BARRA DA ESTIVA;BA;2025-01-23;arquivar no historico, retirar da fila de verificacao e do painel de abertos
238a43a2;reprovado por objeto: nao e edital de fomento a OSC;imovel_ou_mercado;MUNICIPIO DE IRECE;BA;2024-06-13;arquivar no historico, retirar da fila de verificacao e do painel de abertos
24ffae4f;reprovado por objeto: nao e edital de fomento a OSC;uso_de_espaco_publico;MUNICIPIO DE GALVAO;SC;2024-03-08;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2645ce12;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE SORRISO;MT;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
26695acc;reprovado por objeto: nao e edital de fomento a OSC;compra_publica;MUNICIPIO DE ELISIO MEDRADO;BA;2026-01-10;arquivar no historico, retirar da fila de verificacao e do painel de abertos
276dfb46;reprovado por objeto: nao e edital de fomento a OSC;compra_publica;MUNICIPIO DE PATOS DE MINAS;MG;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
27bdef0a;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE LEME;SP;2024-08-27;arquivar no historico, retirar da fila de verificacao e do painel de abertos
27f55b02;reprovado por objeto: nao e edital de fomento a OSC;compra_ou_fornecimento;MUNICIPIO DE ITAJAI;SC;2024-12-27;arquivar no historico, retirar da fila de verificacao e do painel de abertos
28fb02c7;reprovado por objeto: nao e edital de fomento a OSC;contrato_de_gestao;MUNICIPIO DE MASSAPE;CE;2026-03-11;arquivar no historico, retirar da fila de verificacao e do painel de abertos
295af6bb;reprovado por objeto: nao e edital de fomento a OSC;destinado_a_pessoa_fisica;;;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2a7b0291;reprovado por objeto: nao e edital de fomento a OSC;conteudo_editorial;;;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2b9ef05b;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;PNCP — CONSORCIO INTERMUNICIPAL DO VALE DO RIO CAI (CIS-CAI);RS;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2bcffd1f;reprovado por objeto: nao e edital de fomento a OSC;instituicao_financeira;MUNICIPIO DE BOM JESUS DA PENHA;MG;2025-08-22;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2c5c36aa;reprovado por objeto: nao e edital de fomento a OSC;cadastro_de_fornecedor;SUP. EST. DE LICITACAO;RO;2025-07-04;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2ce6f03d;reprovado por objeto: nao e edital de fomento a OSC;conteudo_editorial;;;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2dd2d9b5;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;FUNDO MUNICIPAL DA SAUDE IPAMERI;GO;2026-12-31;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2df7efe2;reprovado por objeto: nao e edital de fomento a OSC;conteudo_institucional;;;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2e00fc3f;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;PNCP — MUNICIPIO DE JANUARIA;MG;2030-05-22;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2f04014e;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO;PR;2026-07-17;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2f0dc7a5;reprovado por objeto: nao e edital de fomento a OSC;parecerista_ou_juri;MUNICIPIO DE GOVERNADOR VALADARES;MG;2024-11-07;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2fbffd78;reprovado por objeto: nao e edital de fomento a OSC;compra_publica;FUNDACAO SERVICOS DE SAUDE DE NOVA ANDRADINA;MS;2025-08-08;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2fc02da6;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE COUTO DE MAGALHAES DE MINAS;MG;2025-12-31;arquivar no historico, retirar da fila de verificacao e do painel de abertos
2fc48b30;reprovado por objeto: nao e edital de fomento a OSC;instituicao_financeira;MUNICIPIO DE MONTES CLAROS;MG;2029-07-02;arquivar no historico, retirar da fila de verificacao e do painel de abertos
305f369c;reprovado por objeto: nao e edital de fomento a OSC;pagina_institucional;;GO;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
30b8d3d8;reprovado por objeto: nao e edital de fomento a OSC;compra_ou_fornecimento;MUNICIPIO DE ARAUCARIA;PR;2024-07-31;arquivar no historico, retirar da fila de verificacao e do painel de abertos
31b95150;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;PNCP — MUNICIPIO DE MARACANA;PA;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
32589696;reprovado por objeto: nao e edital de fomento a OSC;compra_publica;MUNICIPIO DE MONTE ALEGRE DOS CAMPOS;RS;2026-01-07;arquivar no historico, retirar da fila de verificacao e do painel de abertos
33932f6b;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;CONSORCIO INTERMUNICIPAL DE SAUDE;PR;2024-06-04;arquivar no historico, retirar da fila de verificacao e do painel de abertos
33c47f3b;reprovado por objeto: nao e edital de fomento a OSC;empresa_ou_mercado;;GO;;arquivar no historico, retirar da fila de verificacao e do painel de abertos
344ffd42;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;CONSORCIO INTERMUNICIPAL DE SAUDE COSTA OESTE DO PARANA;PR;2034-08-02;arquivar no historico, retirar da fila de verificacao e do painel de abertos
345e863b;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE SERRITA;PE;2026-07-07;arquivar no historico, retirar da fila de verificacao e do painel de abertos
3615c060;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;CONSORCIO INTERMUNICIPAL DE SAUDE COSTA OESTE DO PARANA;PR;2034-05-07;arquivar no historico, retirar da fila de verificacao e do painel de abertos
36d3f5a9;reprovado por objeto: nao e edital de fomento a OSC;busca_patrocinador;MUNICIPIO DE PARINTINS;AM;2026-12-31;arquivar no historico, retirar da fila de verificacao e do painel de abertos
385c6aed;reprovado por objeto: nao e edital de fomento a OSC;servico_ao_orgao;MUNICIPIO DE BENEDITO NOVO;SC;2024-06-17;arquivar no historico, retirar da fila de verificacao e do painel de abertos
38e808fd;reprovado por objeto: nao e edital de fomento a OSC;compra_ou_fornecimento;MUNICIPIO DE CURITIBA;PR;2033-12-20;arquivar no historico, retirar da fila de verificacao e do painel de abertos
3949793b;reprovado por objeto: nao e edital de fomento a OSC;compra_publica;MUNICIPIO DE IPE;RS;2027-09-03;arquivar no historico, retirar da fila de verificacao e do painel de abertos
