0.00.000.339 I srv  llama_server: initializing ...
0.00.007.915 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.008.248 W srv  llama_server: security: no API key is set and CORS allows all origins (see https://github.com/ggml-org/llama.cpp/pull/25655)
0.00.009.491 I srv    load_model: loading model '/home/runner/work/Eldorado/Eldorado/ia_local/modelos/Qwen3-1.7B-Q4_K_M.gguf'
0.00.326.459 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.00.929.910 I cmn          init: llama threadpool init, n_threads = 4
0.01.048.076 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.01.056.390 I srv  llama_server: model loaded
0.01.056.403 I srv  llama_server: listening on http://127.0.0.1:8082
0.02.027.610 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
1.31.501.317 I slot print_timing: id  2 | task 1203 | n_gen =    154, tg =  17.75 t/s, tg_3s =  17.77 t/s
1.34.518.141 I slot print_timing: id  2 | task 1203 | n_gen =    207, tg =  17.70 t/s, tg_3s =  17.57 t/s
1.37.544.633 I slot print_timing: id  2 | task 1203 | n_gen =    259, tg =  17.59 t/s, tg_3s =  17.18 t/s
1.40.598.450 I slot print_timing: id  2 | task 1203 | n_gen =    311, tg =  17.50 t/s, tg_3s =  17.03 t/s
1.43.640.067 I slot print_timing: id  2 | task 1203 | n_gen =    363, tg =  17.44 t/s, tg_3s =  17.10 t/s
1.45.777.738 I slot print_timing: id  2 | task 1203 | prompt eval time =    2650.64 ms /   197 tokens (   13.46 ms per token,    74.32 tokens per second)
1.45.777.801 I slot print_timing: id  2 | task 1203 |        eval time =   22896.97 ms /   400 tokens (   57.39 ms per token,    17.43 tokens per second)
1.45.777.822 I slot print_timing: id  2 | task 1203 |       total time =   25547.61 ms /   597 tokens
1.45.777.844 I slot print_timing: id  2 | task 1203 |    graphs reused =       1589
1.45.779.379 I slot      release: id  2 | task 1203 | stop processing: n_tokens = 1703, truncated = 0
1.45.790.385 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.830 (> 0.100 thold), f_keep = 0.650
1.45.790.552 I slot launch_slot_: id  2 | task 1604 | processing task, is_child = 0
1.54.300.851 I slot print_timing: id  2 | task 1604 | n_gen =    100, tg =  17.78 t/s, tg_3s =  17.96 t/s
1.57.342.499 I slot print_timing: id  2 | task 1604 | n_gen =    154, tg =  17.77 t/s, tg_3s =  17.75 t/s
2.00.363.518 I slot print_timing: id  2 | task 1604 | n_gen =    206, tg =  17.63 t/s, tg_3s =  17.21 t/s
2.03.383.029 I slot print_timing: id  2 | task 1604 | n_gen =    253, tg =  17.20 t/s, tg_3s =  15.57 t/s
2.06.409.557 I slot print_timing: id  2 | task 1604 | n_gen =    304, tg =  17.14 t/s, tg_3s =  16.85 t/s
2.09.413.131 I slot print_timing: id  2 | task 1604 | n_gen =    354, tg =  17.07 t/s, tg_3s =  16.65 t/s
2.12.096.839 I slot print_timing: id  2 | task 1604 | prompt eval time =    2942.44 ms /   227 tokens (   12.96 ms per token,    77.15 tokens per second)
2.12.096.902 I slot print_timing: id  2 | task 1604 |        eval time =   23363.78 ms /   400 tokens (   58.56 ms per token,    17.08 tokens per second)
2.12.096.923 I slot print_timing: id  2 | task 1604 |       total time =   26306.22 ms /   627 tokens
2.12.096.943 I slot print_timing: id  2 | task 1604 |    graphs reused =       1987
2.12.098.459 I slot      release: id  2 | task 1604 | stop processing: n_tokens = 1733, truncated = 0
2.12.108.175 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.264 (> 0.100 thold), f_keep = 0.053
2.12.139.314 I slot launch_slot_: id  2 | task 2005 | processing task, is_child = 0
2.17.917.884 I slot print_timing: id  2 | task 2005 | n_gen =    100, tg =  25.77 t/s, tg_3s =  26.03 t/s
2.20.945.056 I slot print_timing: id  2 | task 2005 | n_gen =    176, tg =  25.48 t/s, tg_3s =  25.11 t/s
2.23.949.458 I slot print_timing: id  2 | task 2005 | n_gen =    246, tg =  24.81 t/s, tg_3s =  23.30 t/s
2.26.965.081 I slot print_timing: id  2 | task 2005 | n_gen =    315, tg =  24.36 t/s, tg_3s =  22.88 t/s
2.29.988.071 I slot print_timing: id  2 | task 2005 | n_gen =    384, tg =  24.07 t/s, tg_3s =  22.83 t/s
2.30.684.288 I slot print_timing: id  2 | task 2005 | prompt eval time =    1936.50 ms /   177 tokens (   10.94 ms per token,    91.40 tokens per second)
2.30.684.314 I slot print_timing: id  2 | task 2005 |        eval time =   16608.41 ms /   400 tokens (   41.63 ms per token,    24.02 tokens per second)
2.30.684.315 I slot print_timing: id  2 | task 2005 |       total time =   18544.92 ms /   577 tokens
2.30.684.316 I slot print_timing: id  2 | task 2005 |    graphs reused =       2384
2.30.684.733 I slot      release: id  2 | task 2005 | stop processing: n_tokens = 747, truncated = 0
2.30.696.230 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = -1
2.30.709.885 I slot launch_slot_: id  1 | task 2406 | processing task, is_child = 0
2.39.361.754 I slot print_timing: id  1 | task 2406 | n_gen =    100, tg =  15.68 t/s, tg_3s =  15.84 t/s
2.42.388.034 I slot print_timing: id  1 | task 2406 | n_gen =    147, tg =  15.63 t/s, tg_3s =  15.53 t/s
2.45.402.999 I slot print_timing: id  1 | task 2406 | n_gen =    194, tg =  15.62 t/s, tg_3s =  15.59 t/s
2.48.418.170 I slot print_timing: id  1 | task 2406 | n_gen =    241, tg =  15.62 t/s, tg_3s =  15.59 t/s
2.51.474.367 I slot print_timing: id  1 | task 2406 | n_gen =    289, tg =  15.63 t/s, tg_3s =  15.71 t/s
2.54.482.003 I slot print_timing: id  1 | task 2406 | n_gen =    336, tg =  15.63 t/s, tg_3s =  15.63 t/s
2.57.531.408 I slot print_timing: id  1 | task 2406 | n_gen =    384, tg =  15.64 t/s, tg_3s =  15.74 t/s
2.58.558.946 I slot print_timing: id  1 | task 2406 | prompt eval time =    2328.89 ms /   175 tokens (   13.31 ms per token,    75.14 tokens per second)
2.58.559.006 I slot print_timing: id  1 | task 2406 |        eval time =   25509.01 ms /   400 tokens (   63.93 ms per token,    15.64 tokens per second)
2.58.559.028 I slot print_timing: id  1 | task 2406 |       total time =   27837.91 ms /   575 tokens
2.58.559.050 I slot print_timing: id  1 | task 2406 |    graphs reused =       2782
2.58.559.209 I slot      release: id  1 | task 2406 | stop processing: n_tokens = 1681, truncated = 0
2.58.570.101 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.326 (> 0.100 thold), f_keep = 0.055
2.58.594.535 I slot launch_slot_: id  1 | task 2807 | processing task, is_child = 0
3.05.218.570 I slot print_timing: id  1 | task 2807 | n_gen =    100, tg =  22.03 t/s, tg_3s =  22.25 t/s
3.08.260.411 I slot print_timing: id  1 | task 2807 | n_gen =    161, tg =  21.23 t/s, tg_3s =  20.05 t/s
3.11.281.099 I slot print_timing: id  1 | task 2807 | n_gen =    217, tg =  20.46 t/s, tg_3s =  18.54 t/s
3.14.321.430 I slot print_timing: id  1 | task 2807 | n_gen =    273, tg =  20.00 t/s, tg_3s =  18.42 t/s
3.17.343.664 I slot print_timing: id  1 | task 2807 | n_gen =    330, tg =  19.80 t/s, tg_3s =  18.86 t/s
3.20.375.777 I slot print_timing: id  1 | task 2807 | n_gen =    388, tg =  19.69 t/s, tg_3s =  19.13 t/s
3.21.000.144 I slot print_timing: id  1 | task 2807 | prompt eval time =    2129.95 ms /   190 tokens (   11.21 ms per token,    89.20 tokens per second)
3.21.000.164 I slot print_timing: id  1 | task 2807 |        eval time =   20275.59 ms /   400 tokens (   50.82 ms per token,    19.68 tokens per second)
3.21.000.164 I slot print_timing: id  1 | task 2807 |       total time =   22405.54 ms /   590 tokens
3.21.000.166 I slot print_timing: id  1 | task 2807 |    graphs reused =       3180
3.21.000.306 I slot      release: id  1 | task 2807 | stop processing: n_tokens = 681, truncated = 0
3.21.012.024 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
3.21.025.090 I slot launch_slot_: id  0 | task 3208 | processing task, is_child = 0
3.29.044.709 I slot print_timing: id  0 | task 3208 | n_gen =    100, tg =  16.27 t/s, tg_3s =  16.44 t/s
3.32.065.160 I slot print_timing: id  0 | task 3208 | n_gen =    149, tg =  16.26 t/s, tg_3s =  16.22 t/s
3.35.077.543 I slot print_timing: id  0 | task 3208 | n_gen =    198, tg =  16.26 t/s, tg_3s =  16.27 t/s
3.38.084.874 I slot print_timing: id  0 | task 3208 | n_gen =    247, tg =  16.27 t/s, tg_3s =  16.29 t/s
3.41.102.456 I slot print_timing: id  0 | task 3208 | n_gen =    296, tg =  16.26 t/s, tg_3s =  16.24 t/s
3.44.125.248 I slot print_timing: id  0 | task 3208 | n_gen =    345, tg =  16.25 t/s, tg_3s =  16.21 t/s
3.47.131.737 I slot print_timing: id  0 | task 3208 | n_gen =    393, tg =  16.22 t/s, tg_3s =  15.97 t/s
3.47.578.489 I slot print_timing: id  0 | task 3208 | prompt eval time =    1926.87 ms /   139 tokens (   13.86 ms per token,    72.14 tokens per second)
3.47.578.546 I slot print_timing: id  0 | task 3208 |        eval time =   24616.91 ms /   400 tokens (   61.70 ms per token,    16.21 tokens per second)
3.47.578.563 I slot print_timing: id  0 | task 3208 |       total time =   26543.78 ms /   539 tokens
3.47.578.581 I slot print_timing: id  0 | task 3208 |    graphs reused =       3578
3.47.578.748 I slot      release: id  0 | task 3208 | stop processing: n_tokens = 1645, truncated = 0
3.47.590.986 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.936 (> 0.100 thold), f_keep = 0.673
3.47.591.145 I slot launch_slot_: id  0 | task 3609 | processing task, is_child = 0
3.54.849.529 I slot print_timing: id  0 | task 3609 | n_gen =    100, tg =  16.20 t/s, tg_3s =  16.36 t/s
3.57.861.697 I slot print_timing: id  0 | task 3609 | n_gen =    149, tg =  16.22 t/s, tg_3s =  16.27 t/s
4.00.873.232 I slot print_timing: id  0 | task 3609 | n_gen =    198, tg =  16.23 t/s, tg_3s =  16.27 t/s
4.03.904.462 I slot print_timing: id  0 | task 3609 | n_gen =    247, tg =  16.22 t/s, tg_3s =  16.17 t/s
4.06.918.438 I slot print_timing: id  0 | task 3609 | n_gen =    296, tg =  16.23 t/s, tg_3s =  16.26 t/s
4.09.931.517 I slot print_timing: id  0 | task 3609 | n_gen =    345, tg =  16.23 t/s, tg_3s =  16.26 t/s
4.12.947.582 I slot print_timing: id  0 | task 3609 | n_gen =    394, tg =  16.23 t/s, tg_3s =  16.25 t/s
4.13.317.453 I slot print_timing: id  0 | task 3609 | prompt eval time =    1146.33 ms /    76 tokens (   15.08 ms per token,    66.30 tokens per second)
4.13.317.475 I slot print_timing: id  0 | task 3609 |        eval time =   24579.92 ms /   400 tokens (   61.60 ms per token,    16.23 tokens per second)
4.13.317.475 I slot print_timing: id  0 | task 3609 |       total time =   25726.25 ms /   476 tokens
4.13.317.476 I slot print_timing: id  0 | task 3609 |    graphs reused =       3976
4.13.317.591 I slot      release: id  0 | task 3609 | stop processing: n_tokens = 1582, truncated = 0
4.13.329.609 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.189 (> 0.100 thold), f_keep = 0.146
4.13.353.043 I slot launch_slot_: id  0 | task 4010 | processing task, is_child = 0
4.30.636.832 I slot print_timing: id  0 | task 4010 | n_gen =    100, tg =  18.39 t/s, tg_3s =  18.57 t/s
4.33.655.394 I slot print_timing: id  0 | task 4010 | n_gen =    155, tg =  18.33 t/s, tg_3s =  18.22 t/s
4.36.677.238 I slot print_timing: id  0 | task 4010 | n_gen =    210, tg =  18.29 t/s, tg_3s =  18.20 t/s
4.39.705.243 I slot print_timing: id  0 | task 4010 | n_gen =    265, tg =  18.27 t/s, tg_3s =  18.16 t/s
4.42.725.588 I slot print_timing: id  0 | task 4010 | n_gen =    320, tg =  18.26 t/s, tg_3s =  18.21 t/s
4.45.758.735 I slot print_timing: id  0 | task 4010 | n_gen =    372, tg =  18.09 t/s, tg_3s =  17.14 t/s
4.47.395.519 I slot print_timing: id  0 | task 4010 | prompt eval time =   11899.82 ms /   994 tokens (   11.97 ms per token,    83.53 tokens per second)
4.47.395.539 I slot print_timing: id  0 | task 4010 |        eval time =   22142.58 ms /   400 tokens (   55.50 ms per token,    18.02 tokens per second)
4.47.395.539 I slot print_timing: id  0 | task 4010 |       total time =   34042.40 ms /  1394 tokens
4.47.395.540 I slot print_timing: id  0 | task 4010 |    graphs reused =       4373
4.47.395.680 I slot      release: id  0 | task 4010 | stop processing: n_tokens = 1624, truncated = 0
4.47.406.453 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.331 (> 0.100 thold), f_keep = 0.057
4.47.435.297 I slot launch_slot_: id  0 | task 4411 | processing task, is_child = 0
4.52.720.416 I slot print_timing: id  0 | task 4411 | n_gen =    100, tg =  24.44 t/s, tg_3s =  24.69 t/s
4.55.760.184 I slot print_timing: id  0 | task 4411 | n_gen =    174, tg =  24.40 t/s, tg_3s =  24.34 t/s
4.58.785.333 I slot print_timing: id  0 | task 4411 | n_gen =    248, tg =  24.42 t/s, tg_3s =  24.46 t/s
5.01.813.073 I slot print_timing: id  0 | task 4411 | n_gen =    321, tg =  24.35 t/s, tg_3s =  24.11 t/s
5.04.823.355 I slot print_timing: id  0 | task 4411 | n_gen =    392, tg =  24.21 t/s, tg_3s =  23.59 t/s
5.05.167.476 I slot print_timing: id  0 | task 4411 | prompt eval time =    1234.48 ms /   107 tokens (   11.54 ms per token,    86.68 tokens per second)
5.05.167.540 I slot print_timing: id  0 | task 4411 |        eval time =   16497.59 ms /   400 tokens (   41.35 ms per token,    24.19 tokens per second)
5.05.167.562 I slot print_timing: id  0 | task 4411 |       total time =   17732.07 ms /   507 tokens
5.05.167.583 I slot print_timing: id  0 | task 4411 |    graphs reused =       4771
5.05.171.709 I slot      release: id  0 | task 4411 | stop processing: n_tokens = 677, truncated = 0
5.05.179.423 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 184425876
5.05.191.799 I slot launch_slot_: id  3 | task 4812 | processing task, is_child = 0
5.12.590.068 I slot print_timing: id  3 | task 4812 | n_gen =    100, tg =  16.78 t/s, tg_3s =  16.95 t/s
5.15.634.774 I slot print_timing: id  3 | task 4812 | n_gen =    151, tg =  16.77 t/s, tg_3s =  16.75 t/s
5.18.675.741 I slot print_timing: id  3 | task 4812 | n_gen =    202, tg =  16.77 t/s, tg_3s =  16.77 t/s
5.21.717.829 I slot print_timing: id  3 | task 4812 | n_gen =    253, tg =  16.77 t/s, tg_3s =  16.76 t/s
5.24.776.599 I slot print_timing: id  3 | task 4812 | n_gen =    304, tg =  16.75 t/s, tg_3s =  16.67 t/s
5.27.832.415 I slot print_timing: id  3 | task 4812 | n_gen =    355, tg =  16.74 t/s, tg_3s =  16.69 t/s
5.30.534.396 I slot print_timing: id  3 | task 4812 | prompt eval time =    1487.78 ms /   107 tokens (   13.90 ms per token,    71.92 tokens per second)
5.30.534.413 I slot print_timing: id  3 | task 4812 |        eval time =   23844.69 ms /   400 tokens (   59.76 ms per token,    16.73 tokens per second)
5.30.534.413 I slot print_timing: id  3 | task 4812 |       total time =   25332.47 ms /   507 tokens
5.30.534.414 I slot print_timing: id  3 | task 4812 |    graphs reused =       5169
5.30.534.536 I slot      release: id  3 | task 4812 | stop processing: n_tokens = 1560, truncated = 0
5.30.545.412 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.382 (> 0.100 thold), f_keep = 0.059
5.30.574.678 I slot launch_slot_: id  3 | task 5213 | processing task, is_child = 0
5.35.353.040 I slot print_timing: id  3 | task 5213 | n_gen =    100, tg =  24.63 t/s, tg_3s =  24.88 t/s
5.38.378.381 I slot print_timing: id  3 | task 5213 | n_gen =    174, tg =  24.56 t/s, tg_3s =  24.46 t/s
5.41.416.660 I slot print_timing: id  3 | task 5213 | n_gen =    248, tg =  24.50 t/s, tg_3s =  24.36 t/s
5.44.448.541 I slot print_timing: id  3 | task 5213 | n_gen =    322, tg =  24.48 t/s, tg_3s =  24.41 t/s
5.47.449.365 I slot print_timing: id  3 | task 5213 | n_gen =    393, tg =  24.32 t/s, tg_3s =  23.66 t/s
5.47.745.688 I slot print_timing: id  3 | task 5213 | prompt eval time =     759.37 ms /    65 tokens (   11.68 ms per token,    85.60 tokens per second)
5.47.745.745 I slot print_timing: id  3 | task 5213 |        eval time =   16411.57 ms /   400 tokens (   41.13 ms per token,    24.31 tokens per second)
5.47.745.789 I slot print_timing: id  3 | task 5213 |       total time =   17170.94 ms /   465 tokens
5.47.745.808 I slot print_timing: id  3 | task 5213 |    graphs reused =       5567
5.47.746.208 I slot      release: id  3 | task 5213 | stop processing: n_tokens = 640, truncated = 0
5.47.757.977 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 278694094
5.47.770.338 I slot launch_slot_: id  2 | task 5614 | processing task, is_child = 0
5.55.405.949 I slot print_timing: id  2 | task 5614 | n_gen =    100, tg =  16.35 t/s, tg_3s =  16.52 t/s
5.58.407.918 I slot print_timing: id  2 | task 5614 | n_gen =    149, tg =  16.34 t/s, tg_3s =  16.32 t/s
6.01.425.698 I slot print_timing: id  2 | task 5614 | n_gen =    198, tg =  16.32 t/s, tg_3s =  16.24 t/s
6.04.452.078 I slot print_timing: id  2 | task 5614 | n_gen =    247, tg =  16.29 t/s, tg_3s =  16.19 t/s
6.07.457.876 I slot print_timing: id  2 | task 5614 | n_gen =    296, tg =  16.29 t/s, tg_3s =  16.30 t/s
6.10.471.359 I slot print_timing: id  2 | task 5614 | n_gen =    345, tg =  16.29 t/s, tg_3s =  16.26 t/s
6.13.490.406 I slot print_timing: id  2 | task 5614 | n_gen =    394, tg =  16.28 t/s, tg_3s =  16.23 t/s
6.13.862.061 I slot print_timing: id  2 | task 5614 | prompt eval time =    1571.50 ms /   120 tokens (   13.10 ms per token,    76.36 tokens per second)
6.13.862.119 I slot print_timing: id  2 | task 5614 |        eval time =   24510.42 ms /   400 tokens (   61.43 ms per token,    16.28 tokens per second)
6.13.862.141 I slot print_timing: id  2 | task 5614 |       total time =   26081.91 ms /   520 tokens
6.13.862.162 I slot print_timing: id  2 | task 5614 |    graphs reused =       5965
6.13.863.725 I slot      release: id  2 | task 5614 | stop processing: n_tokens = 1568, truncated = 0
6.13.873.099 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.372 (> 0.100 thold), f_keep = 0.059
6.13.901.408 I slot launch_slot_: id  2 | task 6015 | processing task, is_child = 0
6.18.787.931 I slot print_timing: id  2 | task 6015 | n_gen =    100, tg =  24.91 t/s, tg_3s =  25.16 t/s
6.21.813.752 I slot print_timing: id  2 | task 6015 | n_gen =    175, tg =  24.85 t/s, tg_3s =  24.79 t/s
6.24.823.941 I slot print_timing: id  2 | task 6015 | n_gen =    249, tg =  24.77 t/s, tg_3s =  24.58 t/s
6.27.847.596 I slot print_timing: id  2 | task 6015 | n_gen =    323, tg =  24.70 t/s, tg_3s =  24.47 t/s
6.30.853.994 I slot print_timing: id  2 | task 6015 | n_gen =    394, tg =  24.50 t/s, tg_3s =  23.62 t/s
6.31.112.187 I slot print_timing: id  2 | task 6015 | prompt eval time =     911.43 ms /    76 tokens (   11.99 ms per token,    83.39 tokens per second)
6.31.112.248 I slot print_timing: id  2 | task 6015 |        eval time =   16299.25 ms /   400 tokens (   40.85 ms per token,    24.48 tokens per second)
6.31.112.269 I slot print_timing: id  2 | task 6015 |       total time =   17210.68 ms /   476 tokens
6.31.112.291 I slot print_timing: id  2 | task 6015 |    graphs reused =       6363
6.31.113.791 I slot      release: id  2 | task 6015 | stop processing: n_tokens = 646, truncated = 0
6.31.124.109 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 329009668
6.31.136.084 I slot launch_slot_: id  1 | task 6416 | processing task, is_child = 0
6.31.145.352 W slot   operator(): id  1 | task 6416 | need to evaluate at least 1 token for each active slot (n_past = 1169, task.n_tokens() = 1169)
6.31.145.401 W slot   operator(): id  1 | task 6416 | n_past was set to 1168
6.37.341.493 I slot print_timing: id  1 | task 6416 | n_gen =    100, tg =  16.14 t/s, tg_3s =  16.30 t/s
6.40.381.289 I slot print_timing: id  1 | task 6416 | n_gen =    149, tg =  16.13 t/s, tg_3s =  16.12 t/s
6.43.422.826 I slot print_timing: id  1 | task 6416 | n_gen =    198, tg =  16.13 t/s, tg_3s =  16.11 t/s
6.46.460.296 I slot print_timing: id  1 | task 6416 | n_gen =    247, tg =  16.13 t/s, tg_3s =  16.13 t/s
6.49.494.353 I slot print_timing: id  1 | task 6416 | n_gen =    296, tg =  16.13 t/s, tg_3s =  16.15 t/s
6.52.497.743 I slot print_timing: id  1 | task 6416 | n_gen =    344, tg =  16.11 t/s, tg_3s =  15.98 t/s
6.55.545.330 I slot print_timing: id  1 | task 6416 | n_gen =    393, tg =  16.11 t/s, tg_3s =  16.08 t/s
6.55.979.165 I slot print_timing: id  1 | task 6416 | prompt eval time =      62.33 ms /     1 tokens (   62.33 ms per token,    16.04 tokens per second)
6.55.979.222 I slot print_timing: id  1 | task 6416 |        eval time =   24771.47 ms /   400 tokens (   62.08 ms per token,    16.11 tokens per second)
6.55.979.240 I slot print_timing: id  1 | task 6416 |       total time =   24833.80 ms /   401 tokens
6.55.979.258 I slot print_timing: id  1 | task 6416 |    graphs reused =       6762
6.55.979.389 I slot      release: id  1 | task 6416 | stop processing: n_tokens = 1568, truncated = 0
6.55.989.996 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.372 (> 0.100 thold), f_keep = 0.059
6.56.018.717 I slot launch_slot_: id  1 | task 6817 | processing task, is_child = 0
6.56.018.761 W slot   operator(): id  1 | task 6817 | need to evaluate at least 1 token for each active slot (n_past = 247, task.n_tokens() = 247)
6.56.018.761 W slot   operator(): id  1 | task 6817 | n_past was set to 246
7.00.019.383 I slot print_timing: id  1 | task 6817 | n_gen =    100, tg =  24.99 t/s, tg_3s =  25.24 t/s
7.03.026.152 I slot print_timing: id  1 | task 6817 | n_gen =    174, tg =  24.83 t/s, tg_3s =  24.61 t/s
7.06.053.143 I slot print_timing: id  1 | task 6817 | n_gen =    249, tg =  24.81 t/s, tg_3s =  24.78 t/s
