0.00.000.395 I srv  llama_server: initializing ...
0.00.009.710 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.010.141 W srv  llama_server: security: no API key is set and CORS allows all origins (see https://github.com/ggml-org/llama.cpp/pull/25655)
0.00.011.457 I srv    load_model: loading model '/home/runner/work/Eldorado/Eldorado/ia_local/modelos/qwen2.5-3b-instruct-q4_k_m.gguf'
0.00.458.997 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.01.670.667 I cmn          init: llama threadpool init, n_threads = 4
0.01.880.576 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.01.887.299 I srv  llama_server: model loaded
0.01.887.316 I srv  llama_server: listening on http://127.0.0.1:8081
0.02.024.299 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.32.671.350 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.318 (> 0.100 thold), f_keep = 0.299
0.32.675.672 I slot launch_slot_: id  3 | task 245 | processing task, is_child = 0
0.41.244.713 I slot print_timing: id  3 | task 245 | n_gen =    100, tg =  16.06 t/s, tg_3s =  16.23 t/s
0.43.857.128 I slot print_timing: id  3 | task 245 | prompt eval time =    2405.97 ms /    72 tokens (   33.42 ms per token,    29.93 tokens per second)
0.43.857.190 I slot print_timing: id  3 | task 245 |        eval time =    8775.41 ms /   142 tokens (   62.24 ms per token,    16.07 tokens per second)
0.43.857.216 I slot print_timing: id  3 | task 245 |       total time =   11181.37 ms /   214 tokens
0.43.857.262 I slot print_timing: id  3 | task 245 |    graphs reused =        378
0.43.858.286 I slot      release: id  3 | task 245 | stop processing: n_tokens = 430, truncated = 0
0.43.866.338 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.524 (> 0.100 thold), f_keep = 0.505
0.43.866.522 I slot launch_slot_: id  3 | task 388 | processing task, is_child = 0
0.56.480.882 I slot print_timing: id  3 | task 388 | n_gen =    100, tg =  16.02 t/s, tg_3s =  16.18 t/s
0.59.534.515 I slot print_timing: id  3 | task 388 | n_gen =    147, tg =  15.81 t/s, tg_3s =  15.39 t/s
1.02.596.618 I slot print_timing: id  3 | task 388 | n_gen =    195, tg =  15.78 t/s, tg_3s =  15.68 t/s
1.05.642.778 I slot print_timing: id  3 | task 388 | n_gen =    241, tg =  15.64 t/s, tg_3s =  15.10 t/s
1.06.553.441 I slot print_timing: id  3 | task 388 | prompt eval time =    6433.40 ms /   197 tokens (   32.66 ms per token,    30.62 tokens per second)
1.06.553.503 I slot print_timing: id  3 | task 388 |        eval time =   16253.46 ms /   255 tokens (   63.99 ms per token,    15.63 tokens per second)
1.06.553.525 I slot print_timing: id  3 | task 388 |       total time =   22686.86 ms /   452 tokens
1.06.553.547 I slot print_timing: id  3 | task 388 |    graphs reused =        630
1.06.555.291 I slot      release: id  3 | task 388 | stop processing: n_tokens = 668, truncated = 0
1.06.563.063 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.489 (> 0.100 thold), f_keep = 0.325
1.06.567.370 I slot launch_slot_: id  3 | task 644 | processing task, is_child = 0
1.20.210.852 I slot print_timing: id  3 | task 644 | n_gen =    100, tg =  15.69 t/s, tg_3s =  15.85 t/s
1.23.214.676 I slot print_timing: id  3 | task 644 | n_gen =    146, tg =  15.57 t/s, tg_3s =  15.31 t/s
1.26.272.264 I slot print_timing: id  3 | task 644 | n_gen =    193, tg =  15.52 t/s, tg_3s =  15.37 t/s
1.29.282.042 I slot print_timing: id  3 | task 644 | n_gen =    239, tg =  15.47 t/s, tg_3s =  15.28 t/s
1.32.312.696 I slot print_timing: id  3 | task 644 | n_gen =    286, tg =  15.48 t/s, tg_3s =  15.51 t/s
1.35.372.535 I slot print_timing: id  3 | task 644 | n_gen =    332, tg =  15.42 t/s, tg_3s =  15.03 t/s
1.37.257.083 I slot print_timing: id  3 | task 644 | prompt eval time =    7334.47 ms /   227 tokens (   32.31 ms per token,    30.95 tokens per second)
1.37.257.141 I slot print_timing: id  3 | task 644 |        eval time =   23355.18 ms /   360 tokens (   65.06 ms per token,    15.37 tokens per second)
1.37.257.167 I slot print_timing: id  3 | task 644 |       total time =   30689.65 ms /   587 tokens
1.37.257.193 I slot print_timing: id  3 | task 644 |    graphs reused =        986
1.37.257.629 I slot      release: id  3 | task 644 | stop processing: n_tokens = 803, truncated = 0
1.37.266.790 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.264 (> 0.100 thold), f_keep = 0.115
1.37.273.077 I slot launch_slot_: id  3 | task 1005 | processing task, is_child = 0
1.47.898.426 I slot print_timing: id  3 | task 1005 | prompt eval time =    5649.06 ms /   177 tokens (   31.92 ms per token,    31.33 tokens per second)
1.47.898.440 I slot print_timing: id  3 | task 1005 |        eval time =    4976.19 ms /    81 tokens (   62.20 ms per token,    16.08 tokens per second)
1.47.898.441 I slot print_timing: id  3 | task 1005 |       total time =   10625.25 ms /   258 tokens
1.47.898.442 I slot print_timing: id  3 | task 1005 |    graphs reused =       1065
1.47.898.502 I slot      release: id  3 | task 1005 | stop processing: n_tokens = 428, truncated = 0
1.47.907.315 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.235 (> 0.100 thold), f_keep = 0.215
1.47.912.144 I slot launch_slot_: id  3 | task 1087 | processing task, is_child = 0
1.59.581.977 I slot print_timing: id  3 | task 1087 | n_gen =    100, tg =  16.06 t/s, tg_3s =  16.22 t/s
2.02.638.301 I slot print_timing: id  3 | task 1087 | n_gen =    148, tg =  15.94 t/s, tg_3s =  15.71 t/s
2.04.820.659 I slot print_timing: id  3 | task 1087 | prompt eval time =    5503.70 ms /   169 tokens (   32.57 ms per token,    30.71 tokens per second)
2.04.820.716 I slot print_timing: id  3 | task 1087 |        eval time =   11404.75 ms /   181 tokens (   63.36 ms per token,    15.78 tokens per second)
2.04.820.745 I slot print_timing: id  3 | task 1087 |       total time =   16908.45 ms /   350 tokens
2.04.820.772 I slot print_timing: id  3 | task 1087 |    graphs reused =       1243
2.04.820.865 I slot      release: id  3 | task 1087 | stop processing: n_tokens = 572, truncated = 0
2.04.829.624 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.326 (> 0.100 thold), f_keep = 0.161
2.04.834.988 I slot launch_slot_: id  3 | task 1269 | processing task, is_child = 0
2.12.907.431 I slot print_timing: id  3 | task 1269 | prompt eval time =    3658.83 ms /   111 tokens (   32.96 ms per token,    30.34 tokens per second)
2.12.907.439 I slot print_timing: id  3 | task 1269 |        eval time =    4413.52 ms /    73 tokens (   61.30 ms per token,    16.31 tokens per second)
2.12.907.440 I slot print_timing: id  3 | task 1269 |       total time =    8072.35 ms /   184 tokens
2.12.907.441 I slot print_timing: id  3 | task 1269 |    graphs reused =       1314
2.12.907.505 I slot      release: id  3 | task 1269 | stop processing: n_tokens = 354, truncated = 0
2.12.916.408 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.258 (> 0.100 thold), f_keep = 0.260
2.12.920.849 I slot launch_slot_: id  3 | task 1343 | processing task, is_child = 0
2.23.650.963 I slot print_timing: id  3 | task 1343 | n_gen =    100, tg =  16.10 t/s, tg_3s =  16.26 t/s
2.26.679.683 I slot print_timing: id  3 | task 1343 | n_gen =    149, tg =  16.12 t/s, tg_3s =  16.18 t/s
2.28.216.599 I slot print_timing: id  3 | task 1343 | prompt eval time =    4579.13 ms /   139 tokens (   32.94 ms per token,    30.36 tokens per second)
2.28.216.658 I slot print_timing: id  3 | task 1343 |        eval time =   10716.55 ms /   173 tokens (   62.31 ms per token,    16.05 tokens per second)
2.28.216.680 I slot print_timing: id  3 | task 1343 |       total time =   15295.68 ms /   312 tokens
2.28.216.701 I slot print_timing: id  3 | task 1343 |    graphs reused =       1484
2.28.220.276 I slot      release: id  3 | task 1343 | stop processing: n_tokens = 528, truncated = 0
2.28.225.670 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.741 (> 0.100 thold), f_keep = 0.411
2.28.230.140 I slot launch_slot_: id  3 | task 1517 | processing task, is_child = 0
2.36.955.464 I slot print_timing: id  3 | task 1517 | n_gen =    100, tg =  16.05 t/s, tg_3s =  16.21 t/s
2.39.860.476 I slot print_timing: id  3 | task 1517 | prompt eval time =    2555.91 ms /    76 tokens (   33.63 ms per token,    29.74 tokens per second)
2.39.860.537 I slot print_timing: id  3 | task 1517 |        eval time =    9074.34 ms /   147 tokens (   62.15 ms per token,    16.09 tokens per second)
2.39.860.564 I slot print_timing: id  3 | task 1517 |       total time =   11630.25 ms /   223 tokens
2.39.860.590 I slot print_timing: id  3 | task 1517 |    graphs reused =       1629
2.39.867.270 I slot      release: id  3 | task 1517 | stop processing: n_tokens = 439, truncated = 0
2.39.869.375 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.552 (> 0.100 thold), f_keep = 0.494
2.39.872.402 I slot launch_slot_: id  3 | task 1665 | processing task, is_child = 0
2.51.674.055 I slot print_timing: id  3 | task 1665 | n_gen =    100, tg =  16.06 t/s, tg_3s =  16.22 t/s
2.54.688.862 I slot print_timing: id  3 | task 1665 | n_gen =    145, tg =  15.69 t/s, tg_3s =  14.93 t/s
2.57.722.102 I slot print_timing: id  3 | task 1665 | n_gen =    192, tg =  15.64 t/s, tg_3s =  15.49 t/s
2.59.910.831 I slot print_timing: id  3 | task 1665 | prompt eval time =    5636.46 ms /   176 tokens (   32.03 ms per token,    31.23 tokens per second)
2.59.910.847 I slot print_timing: id  3 | task 1665 |        eval time =   14401.90 ms /   226 tokens (   64.01 ms per token,    15.62 tokens per second)
2.59.910.849 I slot print_timing: id  3 | task 1665 |       total time =   20038.35 ms /   402 tokens
2.59.910.850 I slot print_timing: id  3 | task 1665 |    graphs reused =       1852
2.59.910.913 I slot      release: id  3 | task 1665 | stop processing: n_tokens = 618, truncated = 0
2.59.919.448 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.331 (> 0.100 thold), f_keep = 0.149
2.59.924.323 I slot launch_slot_: id  3 | task 1892 | processing task, is_child = 0
3.09.818.665 I slot print_timing: id  3 | task 1892 | n_gen =    100, tg =  15.54 t/s, tg_3s =  15.70 t/s
3.12.844.618 I slot print_timing: id  3 | task 1892 | prompt eval time =    3522.90 ms /   107 tokens (   32.92 ms per token,    30.37 tokens per second)
3.12.844.632 I slot print_timing: id  3 | task 1892 |        eval time =    9397.33 ms /   146 tokens (   64.81 ms per token,    15.43 tokens per second)
3.12.844.633 I slot print_timing: id  3 | task 1892 |       total time =   12920.23 ms /   253 tokens
3.12.844.634 I slot print_timing: id  3 | task 1892 |    graphs reused =       1996
3.12.848.267 I slot      release: id  3 | task 1892 | stop processing: n_tokens = 423, truncated = 0
3.12.853.474 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.280 (> 0.100 thold), f_keep = 0.217
3.12.857.003 I slot launch_slot_: id  3 | task 2039 | processing task, is_child = 0
3.22.784.305 I slot print_timing: id  3 | task 2039 | n_gen =    100, tg =  15.86 t/s, tg_3s =  16.02 t/s
3.25.541.966 I slot print_timing: id  3 | task 2039 | prompt eval time =    3683.52 ms /   112 tokens (   32.89 ms per token,    30.41 tokens per second)
3.25.541.977 I slot print_timing: id  3 | task 2039 |        eval time =    9001.38 ms /   145 tokens (   62.51 ms per token,    16.00 tokens per second)
3.25.541.978 I slot print_timing: id  3 | task 2039 |       total time =   12684.90 ms /   257 tokens
3.25.541.979 I slot print_timing: id  3 | task 2039 |    graphs reused =       2139
3.25.546.314 I slot      release: id  3 | task 2039 | stop processing: n_tokens = 473, truncated = 0
3.25.550.646 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.382 (> 0.100 thold), f_keep = 0.195
3.25.554.142 I slot launch_slot_: id  3 | task 2185 | processing task, is_child = 0
3.33.687.531 I slot print_timing: id  3 | task 2185 | prompt eval time =    2108.45 ms /    65 tokens (   32.44 ms per token,    30.83 tokens per second)
3.33.687.538 I slot print_timing: id  3 | task 2185 |        eval time =    6024.88 ms /    98 tokens (   62.11 ms per token,    16.10 tokens per second)
3.33.687.539 I slot print_timing: id  3 | task 2185 |       total time =    8133.33 ms /   163 tokens
3.33.687.540 I slot print_timing: id  3 | task 2185 |    graphs reused =       2234
3.33.691.268 I slot      release: id  3 | task 2185 | stop processing: n_tokens = 338, truncated = 0
3.33.696.465 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.273 (> 0.100 thold), f_keep = 0.272
3.33.699.761 I slot launch_slot_: id  3 | task 2284 | processing task, is_child = 0
3.43.699.276 I slot print_timing: id  3 | task 2284 | n_gen =    100, tg =  16.19 t/s, tg_3s =  16.35 t/s
3.46.739.771 I slot print_timing: id  3 | task 2284 | n_gen =    149, tg =  16.16 t/s, tg_3s =  16.12 t/s
3.48.921.564 I slot print_timing: id  3 | task 2284 | prompt eval time =    3883.67 ms /   120 tokens (   32.36 ms per token,    30.90 tokens per second)
3.48.921.584 I slot print_timing: id  3 | task 2284 |        eval time =   11338.09 ms /   184 tokens (   61.96 ms per token,    16.14 tokens per second)
3.48.921.585 I slot print_timing: id  3 | task 2284 |       total time =   15221.76 ms /   304 tokens
3.48.921.586 I slot print_timing: id  3 | task 2284 |    graphs reused =       2415
3.48.921.654 I slot      release: id  3 | task 2284 | stop processing: n_tokens = 520, truncated = 0
3.48.930.421 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.372 (> 0.100 thold), f_keep = 0.177
3.48.933.952 I slot launch_slot_: id  3 | task 2469 | processing task, is_child = 0
3.57.573.328 I slot print_timing: id  3 | task 2469 | n_gen =    100, tg =  16.23 t/s, tg_3s =  16.39 t/s
4.00.587.977 I slot print_timing: id  3 | task 2469 | n_gen =    149, tg =  16.24 t/s, tg_3s =  16.25 t/s
4.02.206.845 I slot print_timing: id  3 | task 2469 | prompt eval time =    2539.03 ms /    76 tokens (   33.41 ms per token,    29.93 tokens per second)
4.02.206.858 I slot print_timing: id  3 | task 2469 |        eval time =   10733.82 ms /   175 tokens (   61.69 ms per token,    16.21 tokens per second)
4.02.206.859 I slot print_timing: id  3 | task 2469 |       total time =   13272.85 ms /   251 tokens
4.02.206.860 I slot print_timing: id  3 | task 2469 |    graphs reused =       2587
4.02.214.272 I slot      release: id  3 | task 2469 | stop processing: n_tokens = 421, truncated = 0
4.02.218.525 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.273 (> 0.100 thold), f_keep = 0.219
4.02.222.048 I slot launch_slot_: id  3 | task 2645 | processing task, is_child = 0
4.02.222.092 W slot   operator(): id  3 | task 2645 | need to evaluate at least 1 token for each active slot (n_past = 337, task.n_tokens() = 337)
4.02.222.093 W slot   operator(): id  3 | task 2645 | n_past was set to 336
4.08.526.724 I slot print_timing: id  3 | task 2645 | n_gen =    100, tg =  15.86 t/s, tg_3s =  16.02 t/s
4.11.538.196 I slot print_timing: id  3 | task 2645 | n_gen =    148, tg =  15.88 t/s, tg_3s =  15.94 t/s
4.13.786.096 I slot print_timing: id  3 | task 2645 | prompt eval time =      60.81 ms /     1 tokens (   60.81 ms per token,    16.44 tokens per second)
4.13.786.156 I slot print_timing: id  3 | task 2645 |        eval time =   11503.17 ms /   184 tokens (   62.86 ms per token,    15.91 tokens per second)
4.13.786.177 I slot print_timing: id  3 | task 2645 |       total time =   11563.99 ms /   185 tokens
4.13.786.199 I slot print_timing: id  3 | task 2645 |    graphs reused =       2770
4.13.787.453 I slot      release: id  3 | task 2645 | stop processing: n_tokens = 520, truncated = 0
4.13.794.639 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.372 (> 0.100 thold), f_keep = 0.177
4.13.799.210 I slot launch_slot_: id  3 | task 2830 | processing task, is_child = 0
4.13.799.281 W slot   operator(): id  3 | task 2830 | need to evaluate at least 1 token for each active slot (n_past = 247, task.n_tokens() = 247)
4.13.799.300 W slot   operator(): id  3 | task 2830 | n_past was set to 246
4.20.016.521 I slot print_timing: id  3 | task 2830 | n_gen =    100, tg =  16.08 t/s, tg_3s =  16.25 t/s
4.23.069.754 I slot print_timing: id  3 | task 2830 | n_gen =    149, tg =  16.07 t/s, tg_3s =  16.05 t/s
4.24.062.120 I slot print_timing: id  3 | task 2830 | prompt eval time =      62.13 ms /     1 tokens (   62.13 ms per token,    16.10 tokens per second)
4.24.062.134 I slot print_timing: id  3 | task 2830 |        eval time =   10200.70 ms /   165 tokens (   62.20 ms per token,    16.08 tokens per second)
4.24.062.135 I slot print_timing: id  3 | task 2830 |       total time =   10262.82 ms /   166 tokens
4.24.062.137 I slot print_timing: id  3 | task 2830 |    graphs reused =       2933
4.24.062.191 I slot      release: id  3 | task 2830 | stop processing: n_tokens = 411, truncated = 0
4.24.071.611 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.204 (> 0.100 thold), f_keep = 0.224
4.24.074.893 I slot launch_slot_: id  3 | task 2996 | processing task, is_child = 0
4.37.880.958 I slot print_timing: id  3 | task 2996 | n_gen =    100, tg =  15.86 t/s, tg_3s =  16.02 t/s
4.40.907.832 I slot print_timing: id  3 | task 2996 | n_gen =    147, tg =  15.75 t/s, tg_3s =  15.53 t/s
4.43.928.109 I slot print_timing: id  3 | task 2996 | n_gen =    193, tg =  15.62 t/s, tg_3s =  15.23 t/s
4.46.963.122 I slot print_timing: id  3 | task 2996 | n_gen =    239, tg =  15.53 t/s, tg_3s =  15.16 t/s
4.47.485.746 I slot print_timing: id  3 | task 2996 | prompt eval time =    7564.96 ms /   233 tokens (   32.47 ms per token,    30.80 tokens per second)
4.47.485.757 I slot print_timing: id  3 | task 2996 |        eval time =   15845.84 ms /   247 tokens (   64.41 ms per token,    15.52 tokens per second)
4.47.485.758 I slot print_timing: id  3 | task 2996 |       total time =   23410.79 ms /   480 tokens
4.47.485.759 I slot print_timing: id  3 | task 2996 |    graphs reused =       3177
4.47.485.830 I slot      release: id  3 | task 2996 | stop processing: n_tokens = 696, truncated = 0
4.47.494.438 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.273 (> 0.100 thold), f_keep = 0.132
4.47.500.421 I slot launch_slot_: id  3 | task 3244 | processing task, is_child = 0
4.59.047.467 I slot print_timing: id  3 | task 3244 | n_gen =    100, tg =  16.03 t/s, tg_3s =  16.19 t/s
5.02.066.188 I slot print_timing: id  3 | task 3244 | n_gen =    149, tg =  16.10 t/s, tg_3s =  16.23 t/s
5.05.076.416 I slot print_timing: id  3 | task 3244 | n_gen =    197, tg =  16.06 t/s, tg_3s =  15.95 t/s
5.08.104.000 I slot print_timing: id  3 | task 3244 | n_gen =    244, tg =  15.95 t/s, tg_3s =  15.52 t/s
5.11.114.583 I slot print_timing: id  3 | task 3244 | n_gen =    291, tg =  15.90 t/s, tg_3s =  15.61 t/s
5.12.327.398 I slot print_timing: id  3 | task 3244 | prompt eval time =    5372.08 ms /   166 tokens (   32.36 ms per token,    30.90 tokens per second)
5.12.327.456 I slot print_timing: id  3 | task 3244 |        eval time =   19454.83 ms /   310 tokens (   62.96 ms per token,    15.88 tokens per second)
5.12.327.483 I slot print_timing: id  3 | task 3244 |       total time =   24826.91 ms /   476 tokens
5.12.327.512 I slot print_timing: id  3 | task 3244 |    graphs reused =       3484
5.12.331.282 I slot      release: id  3 | task 3244 | stop processing: n_tokens = 646, truncated = 0
5.12.336.653 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.238 (> 0.100 thold), f_keep = 0.142
5.12.342.974 I slot launch_slot_: id  3 | task 3555 | processing task, is_child = 0
5.23.945.125 I slot print_timing: id  3 | task 3555 | n_gen =    100, tg =  16.33 t/s, tg_3s =  16.49 t/s
5.26.237.437 I slot print_timing: id  3 | task 3555 | prompt eval time =    5538.67 ms /   170 tokens (   32.58 ms per token,    30.69 tokens per second)
5.26.237.447 I slot print_timing: id  3 | task 3555 |        eval time =    8355.70 ms /   137 tokens (   61.44 ms per token,    16.28 tokens per second)
5.26.237.448 I slot print_timing: id  3 | task 3555 |       total time =   13894.37 ms /   307 tokens
5.26.237.449 I slot print_timing: id  3 | task 3555 |    graphs reused =       3618
5.26.237.519 I slot      release: id  3 | task 3555 | stop processing: n_tokens = 523, truncated = 0
5.26.246.076 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.838 (> 0.100 thold), f_keep = 0.426
5.26.248.584 I slot launch_slot_: id  3 | task 3693 | processing task, is_child = 0
5.33.901.178 I slot print_timing: id  3 | task 3693 | n_gen =    100, tg =  16.15 t/s, tg_3s =  16.31 t/s
5.35.313.116 I slot print_timing: id  3 | task 3693 | prompt eval time =    1520.91 ms /    43 tokens (   35.37 ms per token,    28.27 tokens per second)
5.35.313.127 I slot print_timing: id  3 | task 3693 |        eval time =    7543.56 ms /   123 tokens (   61.83 ms per token,    16.17 tokens per second)
5.35.313.128 I slot print_timing: id  3 | task 3693 |       total time =    9064.47 ms /   166 tokens
5.35.313.129 I slot print_timing: id  3 | task 3693 |    graphs reused =       3739
5.35.317.269 I slot      release: id  3 | task 3693 | stop processing: n_tokens = 388, truncated = 0
5.35.322.146 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.615 (> 0.100 thold), f_keep = 0.559
5.35.322.375 I slot launch_slot_: id  3 | task 3817 | processing task, is_child = 0
5.45.884.323 I slot print_timing: id  3 | task 3817 | n_gen =    100, tg =  16.20 t/s, tg_3s =  16.37 t/s
5.48.926.951 I slot print_timing: id  3 | task 3817 | n_gen =    149, tg =  16.17 t/s, tg_3s =  16.10 t/s
5.50.576.343 I slot print_timing: id  3 | task 3817 | prompt eval time =    4452.07 ms /   136 tokens (   32.74 ms per token,    30.55 tokens per second)
5.50.576.405 I slot print_timing: id  3 | task 3817 |        eval time =   10801.84 ms /   174 tokens (   62.44 ms per token,    16.02 tokens per second)
5.50.576.432 I slot print_timing: id  3 | task 3817 |       total time =   15253.91 ms /   310 tokens
5.50.576.458 I slot print_timing: id  3 | task 3817 |    graphs reused =       3910
5.50.580.274 I slot      release: id  3 | task 3817 | stop processing: n_tokens = 526, truncated = 0
5.50.585.234 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.355 (> 0.100 thold), f_keep = 0.175
5.50.589.349 I slot launch_slot_: id  3 | task 3992 | processing task, is_child = 0
5.59.518.797 I slot print_timing: id  3 | task 3992 | n_gen =    100, tg =  16.38 t/s, tg_3s =  16.55 t/s
6.02.529.798 I slot print_timing: id  3 | task 3992 | n_gen =    149, tg =  16.34 t/s, tg_3s =  16.27 t/s
6.02.837.582 I slot print_timing: id  3 | task 3992 | prompt eval time =    2885.34 ms /    88 tokens (   32.79 ms per token,    30.50 tokens per second)
6.02.837.639 I slot print_timing: id  3 | task 3992 |        eval time =    9362.85 ms /   154 tokens (   61.20 ms per token,    16.34 tokens per second)
6.02.837.661 I slot print_timing: id  3 | task 3992 |       total time =   12248.19 ms /   242 tokens
6.02.837.683 I slot print_timing: id  3 | task 3992 |    graphs reused =       4062
6.02.838.071 I slot      release: id  3 | task 3992 | stop processing: n_tokens = 412, truncated = 0
6.02.846.450 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.305 (> 0.100 thold), f_keep = 0.223
6.02.849.775 I slot launch_slot_: id  3 | task 4147 | processing task, is_child = 0
6.11.744.889 I slot print_timing: id  3 | task 4147 | n_gen =    100, tg =  16.23 t/s, tg_3s =  16.39 t/s
6.14.751.699 I slot print_timing: id  3 | task 4147 | n_gen =    149, tg =  16.25 t/s, tg_3s =  16.30 t/s
6.16.101.591 I slot print_timing: id  3 | task 4147 | prompt eval time =    2794.15 ms /    85 tokens (   32.87 ms per token,    30.42 tokens per second)
6.16.101.656 I slot print_timing: id  3 | task 4147 |        eval time =   10457.60 ms /   171 tokens (   61.52 ms per token,    16.26 tokens per second)
6.16.101.682 I slot print_timing: id  3 | task 4147 |       total time =   13251.75 ms /   256 tokens
6.16.101.708 I slot print_timing: id  3 | task 4147 |    graphs reused =       4231
6.16.102.114 I slot      release: id  3 | task 4147 | stop processing: n_tokens = 472, truncated = 0
6.16.110.737 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.747 (> 0.100 thold), f_keep = 0.464
6.16.113.313 I slot launch_slot_: id  3 | task 4319 | processing task, is_child = 0
6.24.736.090 I slot print_timing: id  3 | task 4319 | n_gen =    100, tg =  16.15 t/s, tg_3s =  16.31 t/s
6.27.669.335 I slot print_timing: id  3 | task 4319 | prompt eval time =    2491.05 ms /    74 tokens (   33.66 ms per token,    29.71 tokens per second)
6.27.669.350 I slot print_timing: id  3 | task 4319 |        eval time =    9064.91 ms /   147 tokens (   62.09 ms per token,    16.11 tokens per second)
6.27.669.352 I slot print_timing: id  3 | task 4319 |       total time =   11555.96 ms /   221 tokens
6.27.669.353 I slot print_timing: id  3 | task 4319 |    graphs reused =       4376
6.27.669.412 I slot      release: id  3 | task 4319 | stop processing: n_tokens = 439, truncated = 0
