prioridade;situacao;fim;dias_restantes;veredito;uf;municipio;orgao;titulo;faltam;pagina_oficial;motivo_sem_pagina_oficial;familia_de_rota;exige_navegador;id
3;sem_prazo_confirmado;;;aprovado;PR;PR/Campo Mourão;PNCP — FUNDACAO DE ESPORTES DE CAMPO MOURAO;CHAMAMENTO PÚBLICO, OBJETIVANDO FIRMAR PARCERIA POR MEIO DE TERMO DE COLABORAÇÃO COM ORGANIZAÇÃO DA SOCIEDADE CIVIL (PESSOA JURÍDICA SEM FINS LUCRATIVOS, COM SEDE NO MUNICÍPIO DE CAMPO MOURÃO), PARA APLICAÇÃO DOS RECURSOS NA EXECUÇÃO DE PROJETOS ESPORTIVOS PELO PROGRAMA CAMPO MOURÃO MAIS ATLETA COM;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;72c1599531991b1ac933
3;sem_prazo_confirmado;;;aprovado;PR;PR/Guaíra;PNCP — MUNICIPIO DE GUAIRA;Chamamento Público para firmar Termo de Colaboração com Organização da Sociedade Civil, sem fins lucrativos, que execute Serviço de Educação Básica e de Atendimento Educacionais para educandos com Deficiência Intelectual, Múltipla Deficiências e Transtornos Globais do Desenvolvimento, no município d;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;81a7f79723fe650d4d68
3;sem_prazo_confirmado;;;aprovado;CE;CE/Iguatu;;Seleção de Organização da Sociedade Civil – OSC para execução, em regime de colaboração com o Município, de serviços educacionais destinados ao atendimento de crianças da Educação Infantil, no município de Iguatu/Ce.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;830c27ebf0d91b0f6f39
3;sem_prazo_confirmado;;;aprovado;SP;SP/Jacareí;PNCP — MUNICIPIO DE JACAREI;;prazo de inscrição, página oficial;;nenhum endereço capturado;;nao;91fb791d
3;sem_prazo_confirmado;;;aprovado;RS;RS/Carazinho;PNCP — MUNICIPIO DE CARAZINHO;Celebração de termo de colaboração, com Organização da Sociedade Civil (OSC), em regime de mútua cooperação com a Administração Pública, para a consecução de finalidades de interesse público e recíproco, mediante a execução de atividade para o atendimento de matrículas na educação infantil oferecida;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;996497acfed0b3158670
3;sem_prazo_confirmado;;;aprovado;CE;CE/Senador Sá;PNCP — MUNICIPIO DE SENADOR SA;CHAMAMENTO PÚBLICO DESTINADO A SELECIONAR ORGANIZAÇÃO DA SOCIEDADE CIVIL SEM FINS LUCRATIVOS PARA FIRMAR PARCERIA, EM REGIME DE MÚTUA COLABORAÇÃO, QUE TENHA POR OBJETO O DESENVOLVIMENTO DE AÇÕES DE FINALIDADE DE INTERESSE PÚBLICO E RECÍPROCO COM FULCRO AO APOIO À GESTÃO ADMINISTRATIVA E ASSISTENCIAL;prazo de inscrição, página oficial;;plataforma_privada_de_licitacao: não serve como fonte de prazo, objeto, pagina_oficial. relocalizar o registro pela busca oficial do PNCP (familia pncp_busca) e usar a pagina do PNCP como pagina ofici;plataforma_privada_de_licitacao;nao;a2e23f84f60e8ace4d9e
3;sem_prazo_confirmado;;;aprovado;AL;AL/Maceió;PNCP — TRIBUNAL DE JUSTICA DO ESTADO DE ALAGOAS;[LICITANET] - Chamamento público na forma de credenciamento de associações e/ou cooperativas de trabalhadores catadores para assinatura de TERMO DE COMPROMISSO objetivando o recolhimento e processamento de resíduo reciclável e reutilizável produzido nas dependências do Poder Judiciário de Alagoas na;prazo de inscrição, página oficial;;plataforma_privada_de_licitacao: não serve como fonte de prazo, objeto, pagina_oficial. relocalizar o registro pela busca oficial do PNCP (familia pncp_busca) e usar a pagina do PNCP como pagina ofici;plataforma_privada_de_licitacao;nao;ab865aa353056669100e
3;sem_prazo_confirmado;;;aprovado;CE;CE/Ocara;PNCP — MUNICIPIO DE OCARA;CHAMADA PÚBLICA PARA SELEÇÃO DE ORGANIZAÇÃO DA SOCIEDADE CIVIL – OSC, INTERESSADAS EM CELEBRAR TERMO DE FOMENTO QUE TENHA POR OBJETO A IMPLANTAÇÃO DE PROGRAMA DE ATENÇÃO ÀS SINGULARIDADES NEUROLÓGICAS E AO ESPECTRO AUTISTA (TEA) JUNTO A SECRETARIA MUNICIPAL DE SAÚDE DE OCARA/CE;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;caa19170eb41534c9368
3;sem_prazo_confirmado;;;aprovado;RS;RS/Passo Fundo;PNCP — MUNICIPIO DE PASSO FUNDO;Selecionar projetos apresentados por Organizações da Sociedade Civil, sem fins lucrativos, para a celebração de parceria, com formalização de Termo de Colaboração e transferência de recursos financeiros, destinados à realização de feiras de negócios.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;cb51e96b5bf56bd13578
3;sem_prazo_confirmado;;;aprovado;MG;MG/Oratórios;PNCP — MUNICIPIO DE ORATORIOS;ORGANIZAÇÕES DA SOCIEDADE CIVIL SEM FINS LUCRATIVOS PARA EVENTUAL CELEBRAÇÃO DE TERMO DE COLABORAÇÃO OU TERMO DE FOMENTO.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;ccc296e9e783767e56b2
3;sem_prazo_confirmado;;;aprovado;CE;CE/Senador Pompeu;PNCP — MUNICIPIO DE SENADOR POMPEU;SELEÇÃO DE PROPOSTAS PARA A CELEBRAÇÃO DE PARCERIA COM A SECRETARIA MUNICIPAL DE SAÚDE, POR MEIO DA FORMALIZAÇÃO DE TERMO DE COLABORAÇÃO, PARA A CONSECUÇÃO DE FINALIDADE DE INTERESSE PÚBLICO E RECÍPROCO QUE ENVOLVE A TRANSFERÊNCIA DE RECURSOS FINANCEIROS À ORGANIZAÇÃO DA SOCIEDADE CIVIL (OSC);prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;dc73999357ed4e37d07f
3;sem_prazo_confirmado;;;aprovado;RS;RS/Rio Grande;PNCP — MUNICIPIO DO RIO GRANDE;Seleção de proposta para celebração de Termo de Colaboração com Organização de Sociedade Civil (OSC), para serviço de intérpretes de libras para atendimento às pessoas surdas usuárias da Língua Brasileira de Sinais (Libras) nos equipamentos públicos do município do Rio Grande, através da Central de;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;e2393262c2615ecd35f0
3;sem_prazo_confirmado;;;aprovado;RS;RS/Sapiranga;PNCP — MUNICIPIO DE SAPIRANGA;Seleção de pessoa jurídica de direito privado, sem fins lucrativos - OSC, sendo CTG (Centro de Tradições Gaúchas) do município, interessados em celebrar Termo de Colaboração, cujo objeto será atendimento de até trezentos (300) alunos da rede municipal de educação, em Projeto de Cultura Gaúcha - Danç;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;e372219db856c7729beb
3;sem_prazo_confirmado;;;aprovado;MA;MA/Paulo Ramos;PNCP — MUNICIPIO DE PAULO RAMOS;Chamamento Público para seleção de Organização da Sociedade Civil – OSC para celebração de Termo de Fomento visando à execução de ações especializadas em Oftalmologia, compreendendo consultas, exames, emissão de laudos, prescrição óptica e fornecimento de óculos mediante indicação médica individuali;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;e8de25d724d1de2c80b0
3;sem_prazo_confirmado;;;aprovado;SP;SP/Piraju;PNCP — CONSORCIO INTERMUNICIPAL DO ALTO VALE DO PARANAPANEMA - AMVAPA.;SELEÇÃO DE ORGANIZAÇÃO DA SOCIEDADE CIVIL - OSC, SEM FINS LUCRATIVOS, REGULARMENTE CONSTITUÍDA, QUALIFICADA E INTERESSADA EM CELEBRAR PARCERIA COM O CONSÓRCIO INTERMUNICIPAL DO ALTO VALE DO PARANAPANEMA - AMVAPA, PARA EXECUÇÃO DE SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA MULHERES EM SITUAÇÃO DE VIO;prazo de inscrição, página oficial;;plataforma_privada_de_licitacao: não serve como fonte de prazo, objeto, pagina_oficial. relocalizar o registro pela busca oficial do PNCP (familia pncp_busca) e usar a pagina do PNCP como pagina ofici;plataforma_privada_de_licitacao;nao;ebc55c857ceb4b7c6d91
3;sem_prazo_confirmado;;;aprovado;PR;PR/Campo Mourão;PNCP — MUNICIPIO DE CAMPO MOURAO;Chamamento Público, objetivando firmar parceria por meio de Termo de Fomento com Organizações da Sociedade Civil (pessoa jurídica sem fins lucrativos), para implementação de projetos e consecução de finalidades de interesse público e recíproco proposto por organizações da sociedade civil com a trans;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;fb5227d30224aee62b5d
4;sem_prazo_confirmado;;;atencao;BA;BA/Alagoinhas;PNCP — MUNICIPIO DE ALAGOINHAS;CHAMAMENTO PÚBLICO PARA A SELEÇÃO DE PROJETOS CULTURAIS PARA RECEBEREM APOIO FINANCEIRO, COM O OBJETIVO DE INCENTIVAR A PRODUÇÃO E A FRUIÇÃO ARTÍSTICA E CULTURAL EM ÁREAS PERIFÉRICAS, URBANAS E RURAIS, BEM COMO EM TERRITÓRIOS DE POVOS E COMUNIDADES TRADICIONAIS.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;01efd9c4cbacbc782d98
4;sem_prazo_confirmado;;;atencao;PR;PR/Prudentópolis;PNCP — MUNICIPIO DE PRUDENTOPOLIS;Premiacao de agentes culturais que tenham prestado relevante contribuicao ao desenvolvimento artistico ou cultural do Municipio de Prudentopolis com recursos da Politica Nacional Aldir Blanc de fomento a cultura - PNAB LEI No 14.3992022.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;023bbe9cd308edd98a3d
4;sem_prazo_confirmado;;;atencao;SP;SP/Arujá;PNCP — MUNICIPIO DE ARUJA;Chamamento público para contratação de OSC para execução de serviços de abordagem social e acolhimento institucional emergencial em períodos de baixa temperatura, voltados à proteção de pessoas em vulnerabilidade.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;0aeca17ad40153d72098
4;sem_prazo_confirmado;;;atencao;MA;MA/Governador Luiz Rocha;PNCP — MUNICIPIO DE GOVERNADOR LUIZ ROCHA;O objeto deste Edital é a seleção de fomentos culturais para receberem apoio financeiro na categoria descrita, com o objetivo de incentivar as diversas formas de manifestações culturais no Município de Governador Luiz Rocha- MA e a participação dos mesmos.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;11768ed9d6ef89878efe
4;sem_prazo_confirmado;;;atencao;SC;SC/Xanxerê;PNCP — MUNICIPIO DE XANXERE;Constitui-se em concurso para seleção de 14 (quatorze) projetos culturais nas categorias Formação e Produção, que contribuam para a produção, difusão, fomento, consumo, reflexão e profissionalização artística e cultural no município. A iniciativa tem como finalidade reconhecer e premiar agentes cult;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;196d0569cd32c3ab9ee7
4;sem_prazo_confirmado;;;atencao;RS;RS/Novo Hamburgo;PNCP — MUNICIPIO DE NOVO HAMBURGO;Chamamento Público Cultural nº 11/2024 - Edital de Fomento à Produção Artística e Cultural. Chamamento público para seleção de projetos culturais inéditos, por meio de fomento direto à produção artística e cultural, para repasse de recursos não reembolsáveis provenientes do fundo municipal de cultur;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;1eaba08f0097a3439216
4;sem_prazo_confirmado;;;atencao;AC;;PNCP — ESTADO DO ACRE;Constitui objeto deste Chamamento Público a Seleção pública de pessoa jurídica de direito privado, sem fins lucrativos, qualificada como Org;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;1f2ded3a
4;sem_prazo_confirmado;;;atencao;CE;CE/Horizonte;PNCP — MUNICIPIO DE HORIZONTE;Execução de projeto, programas e projetos de fomento e desenvolvimento do esporte de altor rendimento, amador e educacional, com emprego e recurso do Tesouro Municipal, consoante plano de trabalho, parte integrante indissociável deste ajuste.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;248f790790781eb96dce
4;sem_prazo_confirmado;;;atencao;PR;Guaíra;MUNICIPIO DE GUAIRA;Credenciamento das entidades hospitalares filantrópicas ou privadas sem fins lucrativos, interessados em participar de forma complementar do Sistema Único de Saúde - SUS, no município de Guaíra, através de serviços prestados nos termos do Programa Municipal de Apoio e Qualificação Hospitalar - HOSPG;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;25763cc0ca8d2e40e805
4;sem_prazo_confirmado;;;atencao;RS;RS/Lagoa Vermelha;PNCP — MUNICIPIO DE LAGOA VERMELHA;EDITAL DE CHAMAMENTO PÚBLICO objetivando à seleção de ações ou atividades alusivas ao Calendário Oficial de Eventos do Município de Lagoa Vermelha, a serem realizados no ano de 2024, para a concessão de auxílio financeiro através de patrocínio, nos termos e cláusulas estabelecidas neste Edital, de a;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;2a117bef388182e6cf5b
4;sem_prazo_confirmado;;;atencao;RJ;RJ/Japeri;PNCP — MUNICIPIO DE JAPERI;O presente Chamamento Público reger-se-á pela legislação aplicável à espécie, especialmente pela Lei nº 11.977, de 07 de julho de 2009, que instituiu o Programa Minha Casa, Minha Vida, atualmente reestruturado e vigente Lei nº 14.620, de 13 de julho de 2023, bem como pelas Portarias MCID nº 724 e n;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;2abadd217ee84f41ed61
4;sem_prazo_confirmado;;;atencao;RO;RO/Vilhena;PNCP — MUNICIPIO DE VILHENA;EDITAL DE CHAMAMENTO PARA CONCURSO DE PREMIAÇÃO DE DESTINAÇÃO DE IMPOSTO DE RENDA AO FUNDO MUNICIPAL DA CRIANÇA E ADOLESCENTE E AO FUNDO MUNICIPAL DE APOIO À POLÍTICA DOS DIREITOS DO IDOSO, DESTINADA A PROCESSAR E PREMIAR ATRAV´ÉS DE EDITAL DE CHAMAMENTO PÚBLICO JUNTO AOS PROFISSIONAIS DA CONTABILID;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;2beebeda35753fca9ba4
4;sem_prazo_confirmado;;;atencao;MG;MG/Belo Horizonte;;Credenciamento de pessoas jurídicas de direito público ou privado sem fins lucrativos, elencadas no art.3º, inciso III da Política de Patrocínio, nos termos da Lei nº 14.133, de 1º de abril de 2021 e do Decreto nº 11.878, de 09 de janeiro de 2024, Política de Patrocínio aprovada pelo Plenário do Cre;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;355c4786aaf951b8ab9a
4;sem_prazo_confirmado;;;atencao;PR;PR/Luiziana;PNCP — MUNICIPIO DE LUIZIANA;SELEÇÃO DE PROJETOS DE CAPACITAÇÕES, AÇÕES EDUCATIVAS, DE FORMAÇÃO E/OU QUALIFICAÇÃO NA ÁREA CULTURAL ATRAVES COM RECURSOS DA POLÍTICA NACIONAL ALDIR BLANC DE FOMENTO À CULTURA - PNAB (LEI NO 14.399/2022) - LUIZIANA PARANÁ;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;370a35b17408d622d9aa
4;sem_prazo_confirmado;;;atencao;SE;;PNCP — MUNICIPIO DE ARACAJU;O PRESENTE TERMO DE REFERÊNCIA DISCIPLINA O PROCEDIMENTO DE CHAMAMENTO PÚBLICO DESTINADO À SELEÇÃO DE PESSOAS JURÍDICAS INTERESSADAS EM ADQU;prazo de inscrição;https://aracajucompras.se.gov.br/publico/WKF.aspx?code=SECOM-CM0001/2026&validation=54699;;;nao;376797a4
4;sem_prazo_confirmado;;;atencao;RS;RS/Dois Irmãos;PNCP — MUNICIPIO DE DOIS IRMAOS;chamamento público , através do Edital da PNAB( Politica Nacional Aldir Blanc- Lei nº 14.399/2022).;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;3a87d7ba457d99a817a9
4;sem_prazo_confirmado;;;atencao;RO;RO/Vilhena;PNCP — MUNICIPIO DE VILHENA;Edital de chamamento para concurso de premiação conforme o programa Transforme seu Imposto em Esperança, com distribuição gratuita de prêmios àqueles que destinarem parte do imposto de renda bem como também aqueles que intermediarem tal procedimento, ao Fundo Municipal da Criança e Adolescente e ao;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;3bede719aa233d8049b1
4;sem_prazo_confirmado;;;atencao;RS;RS/Lagoa Vermelha;PNCP — MUNICIPIO DE LAGOA VERMELHA;CHAMAMENTO PÚBLICO objetivando à seleção de ações ou atividades alusivas ao Calendário Oficial de Eventos do Município de Lagoa Vermelha, a serem realizados no primeiro trimestre de ano de 2025, para a concessão de auxílio financeiro através de patrocínio, nos termos e cláusulas estabelecidas neste;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;3ffb0b79e795dad81d1f
4;sem_prazo_confirmado;;;atencao;RS;RS/Lagoa Vermelha;PNCP — MUNICIPIO DE LAGOA VERMELHA;EDITAL DE CHAMAMENTO PÚBLICO objetivando à seleção de ações ou atividades alusivas ao Calendário Oficial de Eventos do Município de Lagoa Vermelha, a serem realizados no quarto trimestre de ano de 2026, para a concessão de auxílio financeiro através de patrocínio, nos termos e cláusulas estabelecida;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;40f2d99588e2fd64b352
4;sem_prazo_confirmado;;;atencao;PR;PR/Colombo;PNCP — MUNICIPIO DE COLOMBO;Chamamento Público 008/2024. Seleção de Projetos destinados ao Apoio para produção cultural nas diversas áreas de atuação, conforme previsão contida na Lei Complementar nº 14.399/2022 (Política Nacional Aldir Blanc de Fomento à Cultura).;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;47869269b585c38a5736
4;sem_prazo_confirmado;;;atencao;RS;RS/Lagoa Vermelha;PNCP — MUNICIPIO DE LAGOA VERMELHA;CHAMAMENTO PÚBLICO e convoca as Organizações da Sociedade Civil (OSC), inscritas no Conselho da Criança e do Adolescente (COMDICA), a apresentarem projetos voltados à promoção, à proteção e à defesa dos Direitos da Criança e do Adolescente, a serem financiados pelo Fundo Municipal da Infância e Adol;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;485139734f31774a1a97
4;sem_prazo_confirmado;;;atencao;SC;SC/Planalto Alegre;PNCP — MUNICIPIO DE PLANALTO ALEGRE;CHAMAMENTO PÚBLICO PARA SELEÇÃO DE PROJETOS PARA FIRMAR TERMO DE EXECUÇÃO CULTURAL COM RECURSOS DA POLÍTICA NACIONAL ALDIR BLANC DE FOMENTO À CULTURA - PNAB (LEI Nº 14.399/2022);prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;49373ee8da52fa1ed6a0
